arm,en,pred,rep,grade,level,kcd,words,issues,finish
2A,palpating,촉진,촉진하기,오답,-,,1,[],stop
2A,anesthesiologist,마취통증의학과 전문의,마취과의사,오답,-,,1,[],stop
2A,operative cholangiography,수술담관조영술,수술쓸개관조영(술),오답,-,,2,[],stop
2A,pilomatrixoma,모낭기질종,털바탕질종,오답,-,D23.9,1,[],stop
2A,foville syndrome,포빌 증후군,포비유 증후군,오답,-,G46.3,2,[],stop
2A,ischial tuberosity structure,좌골결절 구조물,궁둥뼈결절,오답,-,,3,[],stop
2A,frolement,비유동법,미세마찰음,오답,-,,1,[],stop
2A,neurodeatrophia,신경위축,망막위축,오답,-,,1,[],stop
2A,cold sore,구순포진,입술헤르페스,오답,-,,2,[],stop
2A,assess breastfeeding support,모유수유 지원 평가,모유수유지지 사정,오답,-,,3,[],stop
2A,iridocoloboma,홍채결손증,홍채결손,오답,-,,1,[],stop
2A,basal seat,기대의석,의치지지조직,오답,-,,2,[],stop
2A,senile(atrophic) vaginitis,위축성 질염,노년(위축) 질염,오답,-,N95.2,2,[],stop
2A,biopsy of cul-de-sac,자궁직장와 생검,막힌주머니 생검,오답,-,,3,[],stop
2A,medullary canal,골수강,골수공간,정답(동의어),exact,,2,[],stop
2A,cathemoglobin,카트헤모글로빈,카트헤모글로빈,정답(대표),exact,,1,[],stop
2A,intrahepatic,간내,간내-,오답,-,,1,[],stop
2A,multicystic kidney disease,다낭성 신질환,다낭신장병,오답,-,Q61.4,3,[],stop
2A,wrist joint,손목관절,요골수근관절,오답,-,,2,[],stop
2A,reciprocal shaker,상호 흔들기,왕복진탕기,오답,-,,2,[],stop
2A,apical surgery,근첨수술,치근단 수술,오답,-,,2,[],stop
2A,erythema migrans,이행성 홍반,이동성 홍반,오답,-,A26.0,2,[],stop
2A,microencephaly,소두증,작은뇌증,오답,-,,1,[],stop
2A,antifibrinolysin,항섬유소용해소,항섬유소용해소제,오답,-,,1,[],stop
2A,alpha thalassemia,알파 지중해빈혈,알파 지중해빈혈,정답(대표),exact,D56.0,2,[],stop
2A,nonvascularized bone graft,비혈관화 골 이식,비혈관뼈이식,오답,-,,3,[],stop
2A,in situ hybridization,생체내 잡종형성,제자리부합법,오답,-,,3,[],stop
2A,wry neck,사경,기운목,정답(동의어),exact,M43.6,2,[],stop
2A,single outlet heart,단일구심실 심장,단일유출로심장,오답,-,,3,[],stop
2A,lienorenal,비장신장,지라콩팥-,오답,-,,1,[],stop
2A,defervescence,해열,해열,정답(대표),exact,,1,[],stop
2A,cheondol,천돌,천돌(天突),오답,-,,1,[],stop
2A,retrognathism,후방악증,하악후퇴,오답,-,,1,[],stop
2A,antineutrophil cytoplasmic antibody,항호중구세포질항체,항중성구세포질항체,오답,-,,3,[],stop
2A,myelalgia,골수통,척수통증,오답,-,,1,[],stop
2A,rolling disease,구름병,회전병,오답,-,,2,[],stop
2A,lumbosacral enlargement,요천비대,요천부팽대,오답,-,,2,[],stop
2A,atriocarotid interval,심방경동맥간격,심방목동맥간격,오답,-,,2,[],stop
2A,septal angle,중격각,코중격각,오답,-,,2,[],stop
2A,transfusion tests,수혈검사,수혈혈액검사,오답,-,,2,[],stop
2A,impaired eating behaviour,섭식장애,손상된 식습관 행위,오답,-,,3,[],stop
2A,thyroid notch,갑상연골절흔,방패패임,오답,-,,2,[],stop
2A,presence of mei,위의 존재,인공중이삽입물의 존재,오답,-,Z96.28,3,[],stop
2A,fall risk deteriorated,낙상 위험 악화,낙상 위험성 악화됨,오답,-,,3,[],stop
2A,breast stereotactic biopsy,유방 정위 생검,유방 입체정위 생검술,오답,-,,3,[],stop
2A,refractive accomodative esotropia,굴절성 조절성 내사시,굴절조절 내사시,오답,-,H50.0,3,[],stop
2A,medical indigent,의료보장소자,의료급여대상자,오답,-,,2,[],stop
2A,buryu,부류,부류(復溜),오답,-,,1,[],stop
2A,dermatopathic lymphadenopathy,피부병성 림프절증,피부병림프절병(증),오답,-,,2,[],stop
2A,bis in die,매일 2회,1일2회,오답,-,,3,[],stop
2A,allocentric,타자중심적,타인중심-,오답,-,,1,[],stop
2A,internal carotid angiography,내경동맥조영술,두경부동맥조영-내경동맥,오답,-,,3,[],stop
2A,epidermolysis bullosa simplex,단순 수포성 표피박리증,단순 수포성 표피박리증,정답(대표),exact,Q81.0,3,[],stop
2A,ventricular asynergy,심실운동부전,심실협동불능(증),오답,-,,2,[],stop
2A,upper extremity,상지,위팔,정답(동의어),exact,,2,[],stop
2A,perianal haematoma,항문주위 혈종,항문주위혈종,정답(대표),nospace,K64.5,2,[],stop
2A,diastasimetry,이완측정,녹말효소측정법,오답,-,,1,[],stop
2A,waveform,파형,파형,정답(대표),exact,,1,[],stop
2A,framework try-in,프레임워크 시험 장착,금속구조물 시적,오답,-,,2,[],stop
2A,cystathionine,시스타티오닌,시스타티오닌,정답(대표),exact,,1,[],stop
2A,major amblyoscope,대동시계,대형 약시경,오답,-,,2,[],stop
2A,radiodermatitis,방사선피부염,방사선피부염,정답(대표),exact,L58,1,[],stop
2A,turbidometric technique,비탁법,혼탁도측정기법,오답,-,,2,[],stop
2A,tuning curve,조율 곡선,동조곡선,오답,-,,2,[],stop
2A,benign familial hematuria,양성 가족성 혈뇨,양성 가족성 혈뇨,정답(대표),exact,N02.9,3,[],stop
2A,complex echo pattern,복합 에코 양상,복잡메아리,오답,-,,3,[],stop
2A,preleukaemia (syndrome),전백혈병 (증후군),전백혈병(증후군),정답(대표),nospace,D46.9,2,['bad_chars'],stop
2A,prolonged latent phase,잠복기 연장,지연된 잠복기,오답,-,O63.9,3,[],stop
2A,corynebacterium pseudotuberculosis,코리네박테리움 파성결핵균,거짓결핵균,오답,-,,2,[],stop
2A,gonadoadvent,고나도아드벤트,생식기능출현기,오답,-,,1,[],stop
2A,neck righting reflex,목 정위 반사,목바로잡기반사,오답,-,,3,[],stop
2A,peritomy,각막윤부절제술,윤부결막절개(술),오답,-,,1,[],stop
2A,haematosalpinx,혈관난관,혈난관,오답,-,N83.6,1,[],stop
2A,stomatomy,구강장액술,자궁구절개(술),오답,-,,1,[],stop
2A,oncofetal,종양태아성,종양태아-,오답,-,,1,[],stop
2A,removal of restoration,수복물 제거,기존 보철물 제거,오답,-,,3,[],stop
2A,hypothalamic-pituitary-adrenal axis,시상하부-뇌하수체-부신 축,시상하부-뇌하수체-부신축,정답(대표),nospace,,2,[],stop
2A,late post-traumatic seizures,외상 후 지연성 발작,외상후 지연 발작,오답,-,,3,[],stop
2A,acne keloidalis,좌창성 반흔종,흉터종여드름,오답,-,,2,[],stop
2A,direct coombs test,직접 쿰스 시험,직접쿰즈검사,오답,-,,3,[],stop
2A,sequestrectomy of skull,두개골 괴사골 제거술,머리뼈 부골 절제,오답,-,,3,[],stop
2A,periodic rhinitis,주기성 비염,주기코염,오답,-,,2,[],stop
2A,vesicorectal fistula,방광직장루,방광직장루,정답(대표),exact,N32.1,2,[],stop
2A,schistasis,열개(裂開),갈림증,오답,-,,1,['bad_chars'],stop
2A,oxidizing color,산화염색,산화염료,오답,-,,2,[],stop
2A,microincision,미세절개,미세절개,정답(대표),exact,,1,[],stop
2A,rosacea,주사,주사,정답(대표),exact,L71,1,[],stop
2A,coalescent mastoiditis,융합성 유양돌기염,융합꼭지돌기염,오답,-,H70.8,2,[],stop
2A,intraocular,안구내,안구내-,오답,-,,1,[],stop
2A,laceration of back,등열상,등 열상,정답(대표),nospace,S21.2,3,[],stop
2A,colpocystocele,질방광탈출증,질방광탈출(증),오답,-,,1,[],stop
2A,protrusive position,전방위치,전방위,오답,-,,2,[],stop
2A,grafting,이식,이식,정답(대표),exact,,1,[],stop
2A,dislocation of midcarpal(joint),중수근관절 탈구,중간수근골(관절)의 탈구,오답,-,S63.02,3,[],stop
2A,fecal concentration,분변 농축,대변농축(법),오답,-,,2,[],stop
2A,recession operation,후퇴수술,뒤옮김술,오답,-,,2,[],stop
2A,ebonation,상아질 제거술,뼈조각제거,오답,-,,1,[],stop
2A,zosteriform lentiginous nevus,대상모양 검버섯모반,띠모양흑(색)점모반,오답,-,,3,[],stop
2A,supraduodenal artery,십이지장상동맥,샘창자위동맥,정답(동의어),exact,,2,[],stop
2A,thyroidea ima artery,하갑상동맥,맨아래갑상동맥,오답,-,,3,[],stop
2A,cryptococcal meningocerebritis,크립토코커스 뇌막뇌염,크립토콕쿠스수막대뇌염,오답,-,B45.1,2,[],stop
2A,endothelial adhesion molecule,내피 부착 분자,내피부착분자,정답(대표),nospace,,3,[],stop
2A,pleurothecal anastomosis,흉막막문합,가슴막-척수막 연결,오답,-,,2,[],stop
2A,polymyalgia rheumatica,류마티성 다발근통,류마티스성 다발근통,오답,-,M35.3,2,[],stop
2A,voluntomotory,수의운동,수의운동-,정답(동의어),exact,,1,[],stop
2A,retention of urine,요폐,소변정체,정답(동의어),exact,R33,3,[],stop
2A,supporting spiritual rituals,정신적 의식 지지,영적의식 지지하기,오답,-,,3,[],stop
2A,epigastric artery,상복벽동맥,배벽동맥,오답,-,,2,[],stop
2A,source qi,원기,원기,정답(대표),exact,,2,[],stop
2A,polychromatophilic erythrocyte,다염성적혈구,다염적혈구,오답,-,,2,[],stop
2A,endorectal pull-through operation,직장내 항문당겨내기술,직장내 풀-스루식 수술,오답,-,,3,[],stop
2A,defective interfering particle,결함 간섭 입자,결손간섭입자,오답,-,,3,[],stop
2A,physics depth sensitivity,물리적 심도 민감도,물리적깊이민감도,오답,-,,3,[],stop
2A,dialysis adequacy,투석 적격성,투석충분도,오답,-,,2,[],stop
2A,apneustic respiration,무호흡호흡,지속흡입호흡,오답,-,,2,[],stop
2A,citrate,구연산염,구연산,정답(동의어),exact,,1,[],stop
2A,forehead,이마,전두,오답,-,,1,[],stop
2A,extracoronal,관외,치관외-,오답,-,,1,[],stop
2A,mongoloid slant,몽고인斜視,몽골인 모양 눈,오답,-,,2,[],stop
2A,altimeter sickness,고산병,고산병,정답(대표),exact,T70.2,2,[],stop
2A,failed forceps,회전 겸자 분만 실패,집게 사용 실패,오답,-,,2,[],stop
2A,trypanocidal,트리파노소마충구제,파동편모충박멸-,오답,-,,1,[],stop
2A,amphorophony,공동음,공동공명음,오답,-,,1,[],stop
2A,pyroglyphidae,잘라진진드기과,집먼지진드기(과),오답,-,,1,[],stop
2A,rhabdomyomyxoma,횡문근점액종,횡문근점액종,정답(대표),exact,,1,[],stop
2A,cranial dermal sinus,두피강,뇌피부동,오답,-,L05.9,3,[],stop
2A,suprapubic prostatectomy,치골상 전립선 절제술,두덩뼈 위쪽 경유 전립샘 절제,오답,-,,2,[],stop
2A,platymorphia,편평체형,편평안구,오답,-,,1,[],stop
2A,cimex lectularius,온새코리아,빈대,오답,-,,2,[],stop
2A,salbutamol,살부타몰,살부타몰,정답(대표),exact,,1,[],stop
2A,tuning fork,진동자,소리굽쇠,오답,-,,2,[],stop
2A,chest expiration,흉부 호기,가슴 날숨촬영,오답,-,,2,[],stop
2A,syphilogen,매독원인체,매독원,오답,-,,1,[],stop
2A,ischial ramus,좌골지,궁둥뼈가지,정답(동의어),exact,,2,[],stop
2A,supraspinous,극상,가시끝-,오답,-,,1,[],stop
2A,intranasal ethmoidectomy,비내강내 접형동절제술,사골동염근치술; 비내 접근법,오답,-,,2,[],stop
2A,breathing bag reservoir,호흡백 저수지,호흡주머니,오답,-,,3,[],stop
2A,growth fever,장열,변증,오답,-,P81.9,2,[],stop
2A,neurostearic acid,뉴로스테아르산,신경지방산,오답,-,,2,[],stop
2A,operative ultrasound,수술中超음파,수술중초음파검사,오답,-,,2,[],stop
2A,abortive prophage,유도저지형 파지,불완전프로파지,오답,-,,2,[],stop
2A,vetebra,척추골,척추,오답,-,,1,[],stop
2A,incisor tooth,절치,절치,정답(대표),exact,,2,[],stop
2A,stump hallucination,절단지 환각,절단끝환각,오답,-,,2,[],stop
2A,hyalomere,투명부,투명부위,오답,-,,1,[],stop
2A,inspirator,흡인기,흡입기,오답,-,,1,[],stop
2A,tense,긴장,긴장-,오답,-,,1,[],stop
2A,fluoridation,불소화,불소화,정답(대표),exact,,1,[],stop
2A,varicose vein stripping,정맥류 박리술,정맥류 제거,오답,-,,3,[],stop
2A,urethrotomy,요도절개술,요도 절개,오답,-,,1,[],stop
2A,virgin population,미경험군,무노출인구,오답,-,,2,[],stop
2A,gracilis muscle,박근육,두덩정강근,오답,-,,2,[],stop
2A,paraganglion,부신경절,곁신경절,정답(동의어),exact,,1,[],stop
2A,hemianopsia,반맹,편측시야결손,정답(동의어),exact,,1,[],stop
2A,relative scotoma,상대성 암점,상대암점,오답,-,,2,[],stop
2A,ballism,발리즘,도리깨질(증),오답,-,,1,[],stop
2A,tuberculosis of oesophagus,식결핵,식도의 결핵,오답,-,A18.82,3,[],stop
2A,appendix ultrasound,충수초음파,맹장 초음파,오답,-,,2,[],stop
2A,kub left lateral,복부 단순 촬영 좌측위,"콩팥요관방광촬영, 왼쪽측방향",오답,-,,3,[],stop
2A,menstrual irregularity,월경불순,월경불규칙,정답(동의어),exact,N92.6,2,[],stop
2A,pressure suit,압력복,가압복,오답,-,,2,[],stop
2A,postprocedural subglottic stenosis,시술 후 성문하 협착증,처치후 성문하협착,오답,-,J95.5,3,[],stop
2A,puerperium,산욕기,산후기,오답,-,,1,[],stop
2A,non-infected,비감염성,감염되지않은,오답,-,,1,[],stop
2A,overdetermined idea,과대결정 관념,과잉결정관념,오답,-,,2,[],stop
2A,agenesis of lung,폐 무발생증,폐의 무발생,오답,-,Q33.3,3,[],stop
2A,toilet,변기,세척,오답,-,,1,[],stop
2A,coxalgic pelvis,고관절통성 골반,엉덩관절병골반,오답,-,,2,[],stop
2A,clasp repair,의치 유지장치 수리,클라스프 수리,오답,-,,2,[],stop
2A,horseshoe fistula,편마자형 누공,말발굽샛길,오답,-,,2,[],stop
2A,taenia solium,유두염충,유구조충,오답,-,,2,[],stop
2A,dermatitis verrucosa,유두상 피부염,사마귀피부염,오답,-,B43.0,2,[],stop
2A,expectorant mixture,거담 혼합제,복합거담제,오답,-,,2,[],stop
2A,prescription group,처방군,처방묶음,오답,-,,2,[],stop
2A,progressive hemifacial atrophy,진행성 반측안면위축,진행성 반쪽얼굴 위축,오답,-,G51.8,3,[],stop
2A,plain radiograph,단순방사선사진,단순방사선사진,정답(대표),exact,,2,[],stop
2A,iridocyclitis in tuberculosis,결핵성 홍채모양체염,결핵에서의 홍채섬모체염,오답,-,A18.5,3,[],stop
2A,uremic convulsion,요독성 경련,요독경련,오답,-,,2,[],stop
2A,ophthalmophacometer,안구굴절력계,수정체굴절력측정계,오답,-,,1,[],stop
2A,reconstruction of thumb,무지 재건술,엄지 손가락 재건,오답,-,,3,[],stop
2A,tetrastichiasis,사행안모증,네줄속눈썹(증),오답,-,,1,[],stop
2A,fundus photography,안저사진,안저사진,정답(대표),exact,,2,[],stop
2A,rotalix tube,로탈릭 튜브,회전양극관,오답,-,,2,[],stop
2A,invasive mole,침윤성 포도기태,침윤기태,오답,-,,2,[],stop
2A,ulcerated external hemorrhoids,궤양성 외치핵,궤양성 외치핵,정답(대표),exact,K64.8,3,[],stop
2A,standardized rate ratio,표준화비,표준화비율비,오답,-,,3,[],stop
2A,encephalopathy toxic,독성 뇌병증,독성 뇌병증,정답(대표),exact,,2,[],stop
2A,teach personal care,일상생활동작 훈련,개인간호 교육,오답,-,,3,[],stop
2A,hydrocyst,수포(낭),물낭,오답,-,,1,['bad_chars'],stop
2A,muscular artery,근육동맥,근육형동맥,오답,-,,2,[],stop
2A,ataxic hemiparesis,운동실조성 편마비,실조성반부전마비,오답,-,,2,[],stop
2A,mitokinetic,유사분열촉진성,유사운동-,오답,-,,1,[],stop
2A,dementia in hypercalcaemia,고칼슘혈증성 치매,과칼슘혈증에서의 치매,오답,-,F02.8,3,[],stop
2A,neurofibromatosis of spine,척추 신경섬유종증,척수 신경섬유종증,오답,-,,3,[],stop
2A,amputation of cervix,자궁경부절제술,자궁목 절단,오답,-,,3,[],stop
2A,osteoarthritis,골관절염,뼈관절염,정답(동의어),exact,,1,[],stop
2A,head wind,두풍,두풍 ; 뇌풍,오답,-,R51,2,[],stop
2A,bovine granulomatous mastitis,소 육아종성 유선염,소육아종 유방염,오답,-,,3,[],stop
2A,hand,수부,수,오답,-,,1,[],stop
2A,idiopathic hemihypertrophy,특발성 반비대,특발성 편측비대증,오답,-,Q68.8,2,[],stop
2A,ileocolic artery,회결장동맥,돌잘룩창자동맥,오답,-,,2,[],stop
2A,nummular dermatitis,화폐상 습진,동전모양피부염,오답,-,L30.0,2,[],stop
2A,ecdysis,탈피,허물벗기,정답(동의어),exact,,1,[],stop
2A,congenital leukonychia,선천성 백색조갑증,선천 손발톱백반,오답,-,Q84.4,2,[],stop
2A,total lipodystrophy,전신 지방이영양증,전체 지방영양장애,오답,-,,2,[],stop
2A,near field potential,근접장 전위,근접부위전위,오답,-,,3,[],stop
2A,unequal limb length,하지부등장,사지길이부동증,오답,-,,3,[],stop
2A,drug induce pruritus,약물 유발 소양증,약물 유발성 가려움,오답,-,L29.8,3,[],stop
2A,saphenous neuropathy,잠신경병증,복재신경병증,오답,-,G57.8,2,[],stop
2A,extra-abdominal,복부외,복부외-,오답,-,,1,[],stop
2A,endolymphatic duct,내림프관,속림프관,정답(동의어),exact,,2,[],stop
2A,intra-operative neurophysiologic testing,수술 중 신경생리검사,수술중 신경생리학적 검사,오답,-,,3,[],stop
2A,hammerhead ribozyme,해머헤드 리보자임,망치머리형리보자임,오답,-,,2,[],stop
2A,photogene,광발생원,잔상,오답,-,,1,[],stop
2A,hot bag,온열주머니,더운물 주머니,오답,-,,2,[],stop
2A,bougienage of esophagus,식도 부지에지,식도 부우지법,오답,-,,3,[],stop
2A,oculovagal reflex,안구미주신경반사,눈미주신경반사,오답,-,,2,[],stop
2A,physically handicapped,신체장애인,거동불편자,오답,-,,2,[],stop
2A,morbidity aspects,이환 양상,질병 양상,오답,-,,2,[],stop
2A,auriculotemporal nerve,귓바퀴관자신경,귓바퀴관자신경,정답(대표),exact,,2,[],stop
2A,perseveration,지속증,고집증,오답,-,,1,[],stop
2A,purpura annularis telangiectodes,모세혈관확장성 고리자반,고리모세혈관확장자색반,오답,-,,3,[],stop
2A,endoscopic retrograde pancreatography,내시경역행췌장조영술,내시경역행이자관조영(술),오답,-,,3,[],stop
2A,leukotaxis,백혈구 주화성,백혈구쏠림성,정답(동의어),nospace,,1,[],stop
2A,myoalbumin,미오알부민,근(육)알부민,오답,-,,1,[],stop
2A,urethroscopic surgery,요도경 수술,요도경하 수술,오답,-,,2,[],stop
2A,hippocampal sclerosis,해마 경화증,해마경화(증),오답,-,G37.9,2,[],stop
2A,excitometabolic,흥분대사성,대사촉진-,오답,-,,1,[],stop
2A,bronchus t-tube insertion,기관지 T-관 삽입술,기관지 T-삽관,오답,-,,3,['bad_chars'],stop
2A,lead gown,납앞치마,납가운,오답,-,,2,[],stop
2A,flat position,앙와위,앙와위,정답(대표),exact,,2,[],stop
2A,bubbling rale,수포음,끓는거품소리,오답,-,,2,[],stop
2A,acanthamoeba keratitis,아칸타메바 각막염,가시아메바각막염,오답,-,,2,[],stop
2A,arachnoid cyst,거미막낭종,거미막하 낭종,정답(동의어),nospace,G93.0,2,[],stop
2A,clubbing of nails,곤봉지( clubbing),손톱의 곤봉화,오답,-,R68.3,3,['bad_chars'],stop
2A,water bath,수욕,욕조,오답,-,,2,[],stop
2A,molding,아두분만,두개몰딩,오답,-,,1,[],stop
2C,root pain,신경뿌리통증,신경뿌리통증,정답(대표),exact,,2,[],stop
2C,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,정답(대표),exact,,2,[],stop
2C,metagonimus yokogawai,요코가와흡충,요코가와흡충,정답(대표),exact,,2,[],stop
2C,speech loss,언어 손실,언어 손실,정답(대표),exact,,2,[],stop
2C,syncytial,합포체-,합포체-,정답(대표),exact,,1,[],stop
2C,small-and light-for-dates,과소 및 과소체중아,과소 및 과소체중아,정답(대표),exact,P05.1,2,[],stop
2C,lobectomy of lung,폐엽 절제,폐엽 절제,정답(대표),exact,,3,[],stop
2C,suprameatal foveola,바깥귀길위오목,바깥귀길위오목,정답(대표),exact,,2,[],stop
2C,phlebography,정맥조영(술),정맥조영(술),정답(대표),exact,,1,['bad_chars'],stop
2C,third ventricle structure,제3뇌구조,제3뇌구조,정답(대표),exact,,3,[],stop
2C,bidiscoidal placenta,두원반태반,두원반태반,정답(대표),exact,,2,[],stop
2C,centrolecithal,중심난황-,중심난황-,정답(대표),exact,,1,[],stop
2C,auriscope,이경,이경,정답(대표),exact,,1,[],stop
2C,rhinoantritis,코굴염,코굴염,정답(대표),exact,,1,[],stop
2C,lochioschesis,산후질분비물정체,산후질분비물정체,정답(대표),exact,,1,[],stop
2C,cyematocardia,태아심음,태아심음,정답(대표),exact,,1,[],stop
2C,cardiography,심장도검사,심장도검사,정답(대표),exact,,1,[],stop
2C,postprocedural hypothyroidism,처치후 갑상선기능저하증,처치후 갑상선기능저하증,정답(대표),exact,E89.0,2,[],stop
2C,paramyxoviridae infection,파라믹소바이러스 감염,파라믹소바이러스 감염,정답(대표),exact,B33.8,2,[],stop
2C,hepaticostomy,간관루설치(술),간관루설치(술),정답(대표),exact,,1,['bad_chars'],stop
2C,window defect,창문비침,창문비침,정답(대표),exact,,2,[],stop
2C,vasa previa,전치 맥관,전치 맥관,정답(대표),exact,P02.6,2,[],stop
2C,working length distance,근관장측정검사,근관장측정검사,정답(대표),exact,,3,[],stop
2C,prolinase,프롤린효소,프롤린효소,정답(대표),exact,,1,[],stop
2C,suture thread,봉합사,봉합사,정답(대표),exact,,2,[],stop
2C,urethrocutaneous fistula,요도피부샛길,요도피부샛길,정답(대표),exact,N36.0,2,[],stop
2C,sign,징후,징후,정답(대표),exact,,1,[],stop
2C,a/s posterior capsulo-labroplasty,관절경 후방 피막테두리성형술,관절경 후방 피막테두리성형술,정답(대표),exact,,3,[],stop
2C,periarthritis of wrist,손목의 관절주위염,손목의 관절주위염,정답(대표),exact,M77.2,3,[],stop
2C,metarubricyte,후적혈구,후적혈구,정답(대표),exact,,1,[],stop
2C,soryo,소료(素髎),소료(素髎),정답(대표),exact,,1,['bad_chars'],stop
2C,abrasion of flank,옆구리 찰과상,옆구리 찰과상,정답(대표),exact,S30.8,3,[],stop
2C,scintillating hemianopia,섬광반맹,섬광반맹,정답(대표),exact,,2,[],stop
2C,chromophilic cell,호색소세포,호색소세포,정답(대표),exact,,2,[],stop
2C,infantile automatism,젖먹이자동증,젖먹이자동증,정답(대표),exact,,2,[],stop
2C,oath of hippocrates,히포크라테스선서,히포크라테스선서,정답(대표),exact,,3,[],stop
2C,pubocapsular,두덩관절피막-,두덩관절피막-,정답(대표),exact,,1,[],stop
2C,hemopleuropneumonic syndrome,혈액가슴막폐렴증후군,혈액가슴막폐렴증후군,정답(대표),exact,,2,[],stop
2C,rotational irradiation coach,회전방사선치료대,회전방사선치료대,정답(대표),exact,,3,[],stop
2C,airborne infection,공기매개감염,공기매개감염,정답(대표),exact,,2,[],stop
2C,fistula of gallbladder,담낭의 누공,담낭의 누공,정답(대표),exact,K82.3,3,[],stop
2C,cardiac murmur,심잡음,심잡음,정답(대표),exact,R01.1,2,[],stop
2C,laryngopharyngitis,후두인두염,후두인두염,정답(대표),exact,,1,[],stop
2C,gantry,갠트리,갠트리,정답(대표),exact,,1,[],stop
2C,hyperesophoria,상내사위,상내사위,정답(대표),exact,,1,[],stop
2C,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,정답(대표),exact,Q61.4,3,[],stop
2C,conn adenoma,콘 샘종,콘 샘종,정답(대표),exact,,2,[],stop
2C,tinea manuum,손백선,손백선,정답(대표),exact,B35.2,2,[],stop
2C,functional enuresis,기능성 유뇨증,기능성 유뇨증,정답(대표),exact,F98.0,2,[],stop
2C,simple dressing,단순 처치,단순 처치,정답(대표),exact,,2,[],stop
2C,first responder,일차반응자,일차반응자,정답(대표),exact,,2,[],stop
2C,abdominal wall strained,배벽 긴장,배벽 긴장,정답(대표),exact,,3,[],stop
2C,activity grade,활동정도,활동정도,정답(대표),exact,,2,[],stop
2C,goitrogenic,갑상샘종유발물질-,갑상샘종유발물질-,정답(대표),exact,,1,[],stop
2C,myelodysplastic syndromes,골수형성이상증후군,골수형성이상증후군,정답(대표),exact,D46,2,[],stop
2C,gorei-san,오령산,오령산,정답(대표),exact,,1,[],stop
2C,gallium scan,갈리움 스캔,갈리움 스캔,정답(대표),exact,,2,[],stop
2C,blind fistula,막힌샛길,막힌샛길,정답(대표),exact,,2,[],stop
2C,radioimmunoelectrophoresis,방사면역전기이동(법),방사면역전기이동(법),정답(대표),exact,,1,['bad_chars'],stop
2C,dilation of rectum,곧창자 확장,곧창자 확장,정답(대표),exact,,3,[],stop
2C,exteroceptive stimulus,외수용자극,외수용자극,정답(대표),exact,,2,[],stop
2C,atlas-axis spinal fusion,고리뼈-중쇠뼈 척추 유합,고리뼈-중쇠뼈 척추 유합,정답(대표),exact,,3,[],stop
2C,qrs widened,큐알에스(QRS) 넓힘,큐알에스(QRS) 넓힘,정답(대표),exact,,2,['bad_chars'],stop
2C,esterapenia,에스테라아제감소,에스테라아제감소,정답(대표),exact,,1,[],stop
2C,major calyx,큰콩팥잔,큰콩팥잔,정답(대표),exact,,2,[],stop
2C,hodgkin disease,호지킨병,호지킨병,정답(대표),exact,,2,[],stop
2C,flushing,홍조,홍조,정답(대표),exact,R23.2,1,[],stop
2C,school childhood,학령기,학령기,정답(대표),exact,,2,[],stop
2C,abdominal palpable mass,복부 촉지성 종괴,복부 촉지성 종괴,정답(대표),exact,,3,[],stop
2C,di guglielmo's disease,디구글리엘모병,디구글리엘모병,정답(대표),exact,C94.0,3,[],stop
2C,jisil,지실(志室),지실(志室),정답(대표),exact,,1,['bad_chars'],stop
2C,ascending arm venography,상지-상행적상지정맥,상지-상행적상지정맥,정답(대표),exact,,3,[],stop
2C,pa x-ray,치근단 방사선촬영,치근단 방사선촬영,정답(대표),exact,,2,[],stop
2C,developmental retardation child,발달 부진아,발달 부진아,정답(대표),exact,,3,[],stop
2C,digit preference,끝수선호,끝수선호,정답(대표),exact,,2,[],stop
2C,interferential action,간섭작용,간섭작용,정답(대표),exact,,2,[],stop
2C,vulvovaginal,음문질-,음문질-,정답(대표),exact,,1,[],stop
2C,induced malaria,접종말라리아,접종말라리아,정답(대표),exact,,2,[],stop
2C,interfascicular graft,다발사이이식,다발사이이식,정답(대표),exact,,2,[],stop
2C,oxyhydrocephalus,뾰족물머리증,뾰족물머리증,정답(대표),exact,,1,[],stop
2C,guinea pig,기니피그,기니피그,정답(대표),exact,,2,[],stop
2C,patent medicine,특허약,특허약,정답(대표),exact,,2,[],stop
2C,congruous field defect,일치시야결손,일치시야결손,정답(대표),exact,,3,[],stop
2C,peritoneocentesis,복막천자,복막천자,정답(대표),exact,,1,[],stop
2C,self-care deficit,자가간호결핍,자가간호결핍,정답(대표),exact,,2,[],stop
2C,autonomic bladder,자율방광,자율방광,정답(대표),exact,,2,[],stop
2C,dry arthritis,건성관절염,건성관절염,정답(대표),exact,,2,[],stop
2C,pharynx,인두,인두,정답(대표),exact,,1,[],stop
2C,volume elasticity coefficient,용적탄력률,용적탄력률,정답(대표),exact,,3,[],stop
2C,inverse-ratio ventilation,역비환기,역비환기,정답(대표),exact,,2,[],stop
2C,cystitomy,수정체낭절개(술),수정체낭절개(술),정답(대표),exact,,1,['bad_chars'],stop
2C,salicylamide,살리실아마이드,살리실아마이드,정답(대표),exact,,1,[],stop
2C,hemoglobin c,헤모글로빈C,헤모글로빈C,정답(대표),exact,,2,['bad_chars'],stop
2C,z-plasty,Z성형(술),Z성형(술),정답(대표),exact,,1,['bad_chars'],stop
